"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:apr08_dukerv2_T2.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2008-08-27 22:40:00",20514,3.328,325.3,3.947,4.394,-1.127,-1.306,100
"2008-08-27 22:45:00",20515,3.145,318.9,4.499,3.531,-1.169,-3.215,100
"2008-08-27 22:50:00",20516,3.129,318.6,5.836,3.322,-1.196,-2.185,100
"2008-08-27 22:55:00",20517,3.421,322.1,4.76,3.851,-1.201,-0.653,100
"2008-08-27 23:00:00",20518,3.774,323.3,3.081,4.292,-1.194,-0.728,100
"2008-08-27 23:05:00",20519,3.199,317.7,3.873,3.619,-1.166,-1.03,100
"2008-08-27 23:10:00",20520,2.842,322.9,3.513,3.205,-1.143,-0.955,100
"2008-08-27 23:15:00",20521,2.741,321.1,3.42,2.94,-1.147,-2.989,100
"2008-08-27 23:20:00",20522,2.841,325.9,3.593,3.061,-1.152,-0.176,100
"2008-08-27 23:25:00",20523,2.939,327.9,4.583,3.293,-1.152,-0.402,100
"2008-08-27 23:30:00",20524,3.032,327.9,3.324,3.139,-1.15,-0.05,100
"2008-08-27 23:35:00",20525,3.317,332.2,3.255,4.136,-1.149,0.075,100
"2008-08-27 23:40:00",20526,3.963,334,3.315,4.55,-1.182,0.427,100
"2008-08-27 23:45:00",20527,4.691,330,6.299,5.37,-1.247,0.729,100
"2008-08-27 23:50:00",20528,3.804,322.2,4.46,4.253,-1.321,-1.507,100
"2008-08-27 23:55:00",20529,3.523,324.2,3.495,4.025,-1.383,-0.879,100
"2008-08-28 00:00:00",20530,3.278,315.3,2.712,3.91,-1.402,-0.854,100
"2008-08-28 00:05:00",20531,2.818,304.4,5.858,3.218,-1.427,-1.332,100
"2008-08-28 00:10:00",20532,2.7,309.9,7.521,2.979,-1.452,-2.085,100
"2008-08-28 00:15:00",20533,2.293,315.6,7.07,2.783,-1.451,-1.909,100
"2008-08-28 00:20:00",20534,1.732,314.7,6.274,2.14,-1.45,-10.53,100
"2008-08-28 00:25:00",20535,1.724,309.9,9.83,2.107,-1.494,-7.763,100
"2008-08-28 00:30:00",20536,2.061,301.3,8.21,2.816,-1.501,-4.321,100
"2008-08-28 00:35:00",20537,1.939,298.6,10.66,2.479,-1.492,-3.191,100
"2008-08-28 00:40:00",20538,1.931,304.3,10.04,2.365,-1.46,-1.734,100
"2008-08-28 00:45:00",20539,1.691,291.5,8.39,2.208,-1.415,-4.045,100
"2008-08-28 00:50:00",20540,2.249,294.1,7.609,2.604,-1.445,-9.65,100
"2008-08-28 00:55:00",20541,1.696,290.1,9.01,2.417,-1.492,-14.22,100
"2008-08-28 01:00:00",20542,1.946,293.5,4.451,2.228,-1.49,-20.78,100
"2008-08-28 01:05:00",20543,1.867,296.3,7.434,2.146,-1.495,-20.28,100
"2008-08-28 01:10:00",20544,1.873,288.9,7.242,2.316,-1.484,-17.61,100
"2008-08-28 01:15:00",20545,1.882,292.1,12.2,2.202,-1.439,-17.81,100
"2008-08-28 01:20:00",20546,1.274,287.2,23.98,1.937,-1.439,-16.33,100
"2008-08-28 01:25:00",20547,0.974,231.7,8.59,1.49,-1.446,-17.66,100
"2008-08-28 01:30:00",20548,1.049,210.8,11.43,1.529,-1.4,-21.51,99.5
"2008-08-28 01:35:00",20549,0.678,214.4,9.34,1.176,-1.41,-22.16,98.8
"2008-08-28 01:40:00",20550,1.058,222,13.95,1.522,-1.421,-22.39,97.9
"2008-08-28 01:45:00",20551,0.603,257.6,11.36,0.996,-1.324,-21.91,98.1
"2008-08-28 01:50:00",20552,0.29,249.2,13.48,0.434,-1.329,-20.88,97.9
"2008-08-28 01:55:00",20553,0.685,287.5,15.19,1.183,-1.424,-22.31,98
"2008-08-28 02:00:00",20554,0.883,233.5,5.919,1.14,-1.333,-24.9,96.9
"2008-08-28 02:05:00",20555,0.73,284.3,23.23,1.068,-1.292,-24.4,96.8
"2008-08-28 02:10:00",20556,0.972,276.3,14.48,1.46,-1.372,-23.29,97
"2008-08-28 02:15:00",20557,0.633,292.2,13.43,0.872,-1.265,-21.31,96.6
"2008-08-28 02:20:00",20558,0.089,345.7,5.61,0.49,-1.382,-14.83,97.9
"2008-08-28 02:25:00",20559,0.612,300.6,1.964,0.911,-1.523,-11.96,98.1
"2008-08-28 02:30:00",20560,0.925,303.3,7.051,1.284,-1.523,-15.78,98.4
"2008-08-28 02:35:00",20561,0.605,276.3,5.501,0.758,-1.411,-20.1,97.2
"2008-08-28 02:40:00",20562,0.554,285.3,7.648,0.885,-1.328,-20.43,96.6
"2008-08-28 02:45:00",20563,0.606,270.6,9.15,1.006,-1.289,-22.69,95.9
"2008-08-28 02:50:00",20564,0.679,283.8,12.98,0.898,-1.228,-22.19,95.3
"2008-08-28 02:55:00",20565,0.358,311.2,19,0.477,-1.303,-18.85,96.2
"2008-08-28 03:00:00",20566,0.094,336.3,0.382,0.314,-1.441,-16.26,97.3
"2008-08-28 03:05:00",20567,0,0,0,0,-1.626,-10.85,97.6
"2008-08-28 03:10:00",20568,0,0,0,0,-1.686,-7.94,98.1
"2008-08-28 03:15:00",20569,0.314,212.8,87.3,0.516,-1.704,-9.37,98.2
"2008-08-28 03:20:00",20570,0.062,150,21.89,0.307,-1.646,-10.48,97.5
"2008-08-28 03:25:00",20571,0.269,91.7,20.9,0.418,-1.476,-9.93,97.3
"2008-08-28 03:30:00",20572,0.966,168.9,18.07,1.238,-1.458,-13.19,97.3
"2008-08-28 03:35:00",20573,0.943,197,6.425,1.068,-1.527,-15.4,95.7
"2008-08-28 03:40:00",20574,0.777,215.4,5.753,1.062,-1.421,-16.58,94.2
"2008-08-28 03:45:00",20575,0,0,0,0,-1.329,-12.04,95.9
"2008-08-28 03:50:00",20576,0.296,131.3,12.26,0.565,-1.416,-11.48,96.2
"2008-08-28 03:55:00",20577,0.48,156.3,3.605,0.546,-1.399,-11.63,96.7
"2008-08-28 04:00:00",20578,0.298,175,12.87,0.506,-1.462,-14.6,96
"2008-08-28 04:05:00",20579,0.205,186.5,0.028,0.748,-1.463,-14.62,95.5
"2008-08-28 04:10:00",20580,0.53,183.7,3.866,0.738,-1.492,-18.49,95.4
"2008-08-28 04:15:00",20581,0.31,185.6,13.6,0.663,-1.478,-16.18,95.9
"2008-08-28 04:20:00",20582,0.276,196.8,11.71,0.5,-1.494,-14.45,96.3
"2008-08-28 04:25:00",20583,0.018,180.3,3.747,0.118,-1.546,-14.2,96.8
"2008-08-28 04:30:00",20584,0.018,208.7,0.032,0.059,-1.562,-13.47,96.2
"2008-08-28 04:35:00",20585,0,0,0,0,-1.542,-11.18,96.7
"2008-08-28 04:40:00",20586,0.024,187.1,11.05,0.176,-1.565,-12.99,97
"2008-08-28 04:45:00",20587,0.044,144.1,7.328,0.176,-1.523,-15.25,96.7
"2008-08-28 04:50:00",20588,0,0,0,0,-1.583,-16.41,97
"2008-08-28 04:55:00",20589,0,0,0,0,-1.692,-17.41,97.9
"2008-08-28 05:00:00",20590,0.114,135.5,0.02,0.32,-1.733,-19.88,98.2
"2008-08-28 05:05:00",20591,0.063,135.5,0.015,0.248,-1.647,-18.57,97.8
"2008-08-28 05:10:00",20592,0,0,0,0,-1.673,-15,97
"2008-08-28 05:15:00",20593,0.167,353.1,5.721,0.372,-1.681,-8.57,97.2
"2008-08-28 05:20:00",20594,0.075,0.097,0,0.294,-1.624,-6.86,98.4
"2008-08-28 05:25:00",20595,0,0,0,0,-1.639,-6.156,98.9
"2008-08-28 05:30:00",20596,0.096,250.2,0.308,0.454,-1.675,-7.312,99.3
"2008-08-28 05:35:00",20597,0.605,271.8,9.67,0.843,-1.6,-4.875,98.7
"2008-08-28 05:40:00",20598,1.127,290,7.849,1.457,-1.529,-7.161,97.9
"2008-08-28 05:45:00",20599,1.642,310.7,3.767,2.1,-1.548,-11.73,98.5
"2008-08-28 05:50:00",20600,1.609,285.5,10.51,2.055,-1.661,-12.64,97.6
"2008-08-28 05:55:00",20601,1.882,268.5,3.979,2.133,-1.674,-11.23,97.5
"2008-08-28 06:00:00",20602,1.535,269.9,2.905,1.963,-1.634,-9.57,97.8
"2008-08-28 06:05:00",20603,1.017,276.6,3.267,1.189,-1.62,-8.49,98
"2008-08-28 06:10:00",20604,0.995,283.3,9.65,1.117,-1.571,-8.29,98.3
"2008-08-28 06:15:00",20605,0.766,283.1,3.515,1.052,-1.563,-8.62,98.7
"2008-08-28 06:20:00",20606,1.155,300.1,12.06,1.633,-1.543,-8.79,99
"2008-08-28 06:25:00",20607,1.436,304.8,4.325,1.568,-1.575,-8.77,99.5
"2008-08-28 06:30:00",20608,1.364,295,6.26,1.548,-1.586,-7.513,99.8
"2008-08-28 06:35:00",20609,0.799,268.3,12.36,1.078,-1.583,-8.49,99.8
"2008-08-28 06:40:00",20610,0.261,286.5,4.613,0.804,-1.551,-8.95,99.9
"2008-08-28 06:45:00",20611,0.139,221.7,0.346,0.849,-1.592,-10.35,99.5
"2008-08-28 06:50:00",20612,0.515,220.5,1.682,0.859,-1.68,-14.7,98.1
"2008-08-28 06:55:00",20613,0.253,230.9,3.025,0.506,-1.672,-13.79,98.2
"2008-08-28 07:00:00",20614,0,0,0,0,-1.678,-11.89,99.2
"2008-08-28 07:05:00",20615,0,0,0,0,-1.684,-11.08,99.7
"2008-08-28 07:10:00",20616,0,0,0,0,-1.706,-11.63,99.7
"2008-08-28 07:15:00",20617,0.093,257.8,0.056,0.238,-1.688,-10.53,99.1
"2008-08-28 07:20:00",20618,0.545,209.9,15.47,0.644,-1.636,-11.41,98.2
"2008-08-28 07:25:00",20619,0.592,198.3,2.627,0.725,-1.596,-13.67,97.4
"2008-08-28 07:30:00",20620,0.913,207.8,1.549,0.98,-1.544,-18.07,96.2
"2008-08-28 07:35:00",20621,0.686,207.5,1.295,0.846,-1.437,-19,95.4
"2008-08-28 07:40:00",20622,0.408,218.3,8.46,0.549,-1.333,-18.32,94.4
"2008-08-28 07:45:00",20623,0.11,294.4,1.057,0.366,-1.286,-13.9,95.2
"2008-08-28 07:50:00",20624,0,0,0,0,-1.326,-10.85,95.9
"2008-08-28 07:55:00",20625,0.438,306.5,8.8,0.742,-1.246,-10.75,96.6
"2008-08-28 08:00:00",20626,0.933,321.5,1.825,1.294,-1.169,-8.77,97.4
"2008-08-28 08:05:00",20627,1.678,321.7,2.385,1.806,-1.229,-9.8,97.2
"2008-08-28 08:10:00",20628,1.845,308.3,6.793,2.153,-1.247,-4.096,97.1
"2008-08-28 08:15:00",20629,1.959,311.2,4.363,2.231,-1.285,0.553,98
"2008-08-28 08:20:00",20630,1.484,300.6,12,1.78,-1.24,0.905,98.3
"2008-08-28 08:25:00",20631,1.009,274.7,14.67,1.597,-1.361,2.287,99
"2008-08-28 08:30:00",20632,1.419,298.5,12.75,1.676,-1.411,2.211,99.7
"2008-08-28 08:35:00",20633,2.266,320.2,10.74,2.871,-1.352,1.935,99.9
"2008-08-28 08:40:00",20634,1.499,293.8,9.54,2.025,-1.363,1.206,99.8
"2008-08-28 08:45:00",20635,0.883,268,6.523,0.996,-1.475,2.915,100
"2008-08-28 08:50:00",20636,1.185,299.4,12.52,1.588,-1.413,5.453,100
"2008-08-28 08:55:00",20637,1.306,305.5,6.395,1.444,-1.062,6.081,100
"2008-08-28 09:00:00",20638,1.17,294.1,2.665,1.496,-1.049,6.734,100
"2008-08-28 09:05:00",20639,1.323,286.3,3.211,1.686,-1.231,7.01,99.8
"2008-08-28 09:10:00",20640,1.24,285.7,7.001,1.637,-1.307,6.834,99.9
"2008-08-28 09:15:00",20641,0.918,273.5,5.815,1.14,-1.361,5,100
"2008-08-28 09:20:00",20642,1.008,260.9,6.281,1.33,-1.345,5.603,99.9
"2008-08-28 09:25:00",20643,1.014,325.1,16.08,1.274,-1.141,0.553,100
"2008-08-28 09:30:00",20644,0.598,14.6,16.81,1.166,-1.184,-2.186,99.7
"2008-08-28 09:35:00",20645,0.249,24.84,1.571,0.474,-1.07,0.452,99.7
"2008-08-28 09:40:00",20646,0.067,18.21,0.038,0.389,-0.846,0.352,99.5
"2008-08-28 09:45:00",20647,0,0,0,0,-0.16,0.704,99.8
"2008-08-28 09:50:00",20648,0.001,18.12,0,0.007,0.181,-1.005,98.5
"2008-08-28 09:55:00",20649,0,0,0,0,0.1,5.727,97.4
"2008-08-28 10:00:00",20650,0,0,0,0,0.237,3.617,98.2
"2008-08-28 10:05:00",20651,0.217,176.3,3.843,0.82,0.526,8.69,97.3
"2008-08-28 10:10:00",20652,0.214,106.6,24.16,0.51,0.077,13.16,96.9
"2008-08-28 10:15:00",20653,0.142,102.6,54.19,0.425,-0.064,15.15,98
"2008-08-28 10:20:00",20654,0.392,112.5,38.86,0.725,-0.342,15.17,97.7
"2008-08-28 10:25:00",20655,0.482,158.7,10.95,0.735,-0.114,13.61,98.6
"2008-08-28 10:30:00",20656,0.537,196.2,6.022,0.957,0.137,15.75,96.9
"2008-08-28 10:35:00",20657,0.889,193.1,3.953,1.036,-0.136,21.45,96
"2008-08-28 10:40:00",20658,0.73,197.8,1.634,0.951,-0.36,23.08,95
"2008-08-28 10:45:00",20659,0.088,161.1,24.64,0.451,0.082,20.6,95.2
"2008-08-28 10:50:00",20660,0.296,127.6,3.55,0.513,0.125,23.21,94.3
"2008-08-28 10:55:00",20661,0.789,104.4,21.11,1.365,-0.083,22.48,95.2
"2008-08-28 11:00:00",20662,0.455,74.17,2.262,0.918,-0.232,26.17,96
"2008-08-28 11:05:00",20663,0.663,105.3,6.478,0.898,0.049,28.13,94.9
"2008-08-28 11:10:00",20664,0.246,117.5,6.669,0.764,-0.029,23.44,95.7
"2008-08-28 11:15:00",20665,0.04,116.1,0.027,0.199,0.527,21.65,94.3
"2008-08-28 11:20:00",20666,0.083,116.3,0.046,0.314,1.013,31.4,90.9
"2008-08-28 11:25:00",20667,0.122,133.1,3.826,0.441,1.006,28.43,91.7
"2008-08-28 11:30:00",20668,0,0,0,0,1.633,33.26,89.1
"2008-08-28 11:35:00",20669,0,0,0,0,2.074,40.64,86.7
"2008-08-28 11:40:00",20670,0,0,0,0,1.976,28.53,84.6
"2008-08-28 11:45:00",20671,0,0,0,0,2.073,18.48,85.5
"2008-08-28 11:50:00",20672,0.058,27.1,2.139,0.35,2.435,32.62,83.7
"2008-08-28 11:55:00",20673,0,0,0,0,2.112,22.93,83.5
"2008-08-28 12:00:00",20674,0.168,351.6,6.187,0.552,1.498,25.39,85.7
"2008-08-28 12:05:00",20675,0,0,0,0,1.729,-11.93,86.1
"2008-08-28 12:10:00",20676,0,0,0,0,2.788,-10.07,82.4
"2008-08-28 12:15:00",20677,0.055,331.7,32.5,0.196,3.691,7.684,77.21
"2008-08-28 12:20:00",20678,0.083,41.73,10.14,0.301,3.399,9.84,77.21
"2008-08-28 12:25:00",20679,0,0,0,0,3.454,27.55,77.83
"2008-08-28 12:30:00",20680,0,0,0,0,4.053,11.5,74.77
"2008-08-28 12:35:00",20681,0.031,134.8,0.038,0.31,4.555,20.54,72.26
"2008-08-28 12:40:00",20682,0.326,122.5,9.21,0.797,3.189,28.72,76.42
"2008-08-28 12:45:00",20683,0.297,127.6,9.05,0.813,1.848,28.07,82.2
"2008-08-28 12:50:00",20684,0.607,117.6,7.547,0.915,1.334,31.08,84.5
"2008-08-28 12:55:00",20685,0.315,120.6,11.16,0.657,1.294,37.28,85.5
"2008-08-28 13:00:00",20686,0.281,87.7,15.96,0.954,1.726,44.06,85.9
"2008-08-28 13:05:00",20687,0.366,107.1,16.29,0.849,1.961,41.52,83.9
"2008-08-28 13:10:00",20688,0.89,132.8,12.01,1.15,1.647,45.49,86
"2008-08-28 13:15:00",20689,0.362,115.9,7.195,0.63,1.724,43.15,86.5
"2008-08-28 13:20:00",20690,0.882,135.3,18.8,1.12,1.665,42.2,86
"2008-08-28 13:25:00",20691,0.888,133.8,9.85,1.303,1.776,43.45,84.1
"2008-08-28 13:30:00",20692,1.032,151.9,6.798,1.202,1.913,45.43,81.4
"2008-08-28 13:35:00",20693,1.337,180,7.077,1.708,3.254,47.17,76.43
"2008-08-28 13:40:00",20694,1.648,185.2,14.62,1.764,2.671,57.89,78.04
"2008-08-28 13:45:00",20695,1.871,157,7.681,2.492,2.726,40.21,77.26
"2008-08-28 13:50:00",20696,2.196,159.6,8.74,2.626,2.315,44.33,79.32
"2008-08-28 13:55:00",20697,2.318,171.8,12,3.165,2.324,44.53,81.4
"2008-08-28 14:00:00",20698,2.137,160,6.329,2.489,1.862,37.78,82.8
"2008-08-28 14:05:00",20699,1.548,171,9,1.787,2.178,43.05,81.8
"2008-08-28 14:10:00",20700,1.497,155.6,11.08,1.924,2.193,25.31,80.3
"2008-08-28 14:15:00",20701,0.529,139.9,25.46,1.271,1.719,-14.06,83.7
"2008-08-28 14:20:00",20702,0.857,96.1,24.22,1.875,1.502,-25.68,86.7
"2008-08-28 14:25:00",20703,1.5,73.18,9.47,1.744,0.438,-17.02,92.5
"2008-08-28 14:30:00",20704,1.64,96.4,21.86,2.068,0.214,-8.61,94.9
"2008-08-28 14:35:00",20705,1.291,92.6,11.64,2.127,0.118,10.09,95.5
"2008-08-28 14:40:00",20706,1.27,97.1,27.95,1.558,0.376,9.19,94.4
"2008-08-28 14:45:00",20707,1.037,123.3,17.69,1.437,0.809,14.11,91.9
"2008-08-28 14:50:00",20708,1.208,100.3,25.56,1.627,0.823,5.147,91.3
"2008-08-28 14:55:00",20709,1.305,134,28.18,1.728,0.872,13.66,90.9
"2008-08-28 15:00:00",20710,1.17,154.1,8.73,1.424,1.801,23.6,86.6
"2008-08-28 15:05:00",20711,1.301,131.8,19.25,1.686,1.838,19.11,84.6
"2008-08-28 15:10:00",20712,1.791,85.3,17.02,2.329,0.891,-0.402,91.3
"2008-08-28 15:15:00",20713,1.642,117.8,8.2,2.051,0.317,18.03,92.8
"2008-08-28 15:20:00",20714,1.619,123,8.24,1.967,0.381,25.18,92.2
"2008-08-28 15:25:00",20715,1.559,142,8.21,1.862,0.571,31.56,91.4
"2008-08-28 15:30:00",20716,1.309,130.7,8.38,1.656,0.792,27.37,90.8
"2008-08-28 15:35:00",20717,1.35,146,17.83,1.744,1.254,44.82,89.1
"2008-08-28 15:40:00",20718,2.29,146.2,12.99,2.688,1.219,25.16,88.1
"2008-08-28 15:45:00",20719,2.362,124.3,3.667,2.809,0.415,18.98,92.9
"2008-08-28 15:50:00",20720,2.363,142.7,12.16,2.751,0.071,28.47,96.1
"2008-08-28 15:55:00",20721,2.582,142.8,13.21,3.195,0.454,33.1,93.4
"2008-08-28 16:00:00",20722,2.989,149.6,5.198,3.342,0.751,37.97,90.3
"2008-08-28 16:05:00",20723,2.814,147.6,9.87,3.662,1.083,50.2,87.2
"2008-08-28 16:10:00",20724,3.02,143.1,6.859,3.482,1.003,38.07,88.3
"2008-08-28 16:15:00",20725,2.412,133.7,10.68,2.695,0.872,36.03,89.5
"2008-08-28 16:20:00",20726,2.727,135.3,17.65,3.041,1.001,51,88.5
"2008-08-28 16:25:00",20727,3.39,151.6,7.138,3.953,0.854,43.06,89.2
"2008-08-28 16:30:00",20728,3.187,148.9,6.778,3.917,1.318,62.95,87.5
"2008-08-28 16:35:00",20729,3.049,159.6,8.49,3.371,1.78,63.88,84.2
"2008-08-28 16:40:00",20730,2.438,153,5.486,3.018,2.434,59.56,80.3
"2008-08-28 16:45:00",20731,2.035,139.9,6.48,2.532,1.81,53.91,83.7
"2008-08-28 16:50:00",20732,1.727,104.3,15.46,2.228,1.335,69.56,88.3
"2008-08-28 16:55:00",20733,1.509,143.7,13.5,1.957,1.646,72.32,86.3
"2008-08-28 17:00:00",20734,1.373,144.3,16.37,1.764,2.666,79.52,80.2
"2008-08-28 17:05:00",20735,1.488,142.4,10.03,1.976,2.471,47.06,81
"2008-08-28 17:10:00",20736,1.147,116.6,10.31,1.33,1.605,49.49,86.3
"2008-08-28 17:15:00",20737,0.994,92.2,24.6,1.375,1.424,68.97,86.9
"2008-08-28 17:20:00",20738,1.528,66.06,12.47,1.764,1.23,87.2,88.8
"2008-08-28 17:25:00",20739,1.529,66.25,7.909,1.728,0.721,44.04,90.5
"2008-08-28 17:30:00",20740,1.267,60.86,9.4,1.735,0.361,30.45,93
"2008-08-28 17:35:00",20741,1.103,33.34,13.68,1.581,0.105,33.01,94
"2008-08-28 17:40:00",20742,2,23.75,12.02,3.466,0.052,24.33,95.6
"2008-08-28 17:45:00",20743,1.889,32.99,16.16,2.326,-0.351,24.88,97.9
"2008-08-28 17:50:00",20744,1.923,39.65,18.28,2.538,-0.362,21.36,98.8
"2008-08-28 17:55:00",20745,1.621,30.37,20.38,2.012,-0.255,19.81,99.3
"2008-08-28 18:00:00",20746,1.288,14.31,22.04,2.1,-0.185,20.99,99.1
"2008-08-28 18:05:00",20747,2.39,14.46,24.99,3.401,-0.175,15.62,99.1
"2008-08-28 18:10:00",20748,1.766,13.6,14.43,2.143,-0.251,20.11,99.3
"2008-08-28 18:15:00",20749,1.276,337.8,20.89,1.849,-0.197,12.93,99.3
"2008-08-28 18:20:00",20750,1.407,39.74,25.93,2.035,-0.219,6.051,99.2
"2008-08-28 18:25:00",20751,0.898,64.48,14.69,1.597,-0.168,1.582,99.3
"2008-08-28 18:30:00",20752,0.633,71.69,7.423,1.179,-0.099,2.26,99.1
"2008-08-28 18:35:00",20753,0.986,92.7,13.47,1.405,-0.178,1.055,98.6
"2008-08-28 18:40:00",20754,1.545,102.5,9.17,1.806,-0.329,3.289,98.4
"2008-08-28 18:45:00",20755,1.345,121.1,7.618,1.702,-0.407,5.75,98.4
"2008-08-28 18:50:00",20756,1.077,121.4,14.57,1.316,-0.353,2.662,98.2
"2008-08-28 18:55:00",20757,0.723,114.9,16.51,0.902,-0.223,4.997,98
"2008-08-28 19:00:00",20758,0.622,68.59,35.3,1.062,-0.096,-5.6,98
"2008-08-28 19:05:00",20759,0.518,48.6,12.15,1.058,-0.076,-13.08,98.3
"2008-08-28 19:10:00",20760,0.624,54.14,24.87,1.009,-0.148,-15.17,98.6
"2008-08-28 19:15:00",20761,0.906,69.23,24.98,1.741,-0.284,-18.51,98.7
"2008-08-28 19:20:00",20762,0.577,78.78,17.72,1.333,-0.439,-22.1,99
"2008-08-28 19:25:00",20763,0.041,54.59,3.953,0.336,-0.29,-22.1,99.4
"2008-08-28 19:30:00",20764,0.199,39.82,15.52,0.477,-0.362,-25.56,99
"2008-08-28 19:35:00",20765,0.128,357.9,8.98,0.369,-0.439,-17.35,99.1
"2008-08-28 19:40:00",20766,0.279,4.658,24.07,0.719,-0.474,-14.14,99.1
"2008-08-28 19:45:00",20767,0.285,331.6,8.02,0.591,-0.451,-7.207,99.1
"2008-08-28 19:50:00",20768,0,0,0,0,-0.208,-4.219,98.9
"2008-08-28 19:55:00",20769,0.09,38.93,6.648,0.706,-0.055,-6.228,98.6
"2008-08-28 20:00:00",20770,0.125,141.6,58.41,0.506,-0.075,-6.304,98.8
"2008-08-28 20:05:00",20771,0.35,160,19.28,0.581,0.155,-17.03,97.9
"2008-08-28 20:10:00",20772,0.252,189.9,12.93,0.385,0.122,-26.45,97.2
"2008-08-28 20:15:00",20773,0.01,215.9,0.05,0.072,0.082,-12.71,97.4
"2008-08-28 20:20:00",20774,0,0,0,0,0.245,-20.75,97.5
"2008-08-28 20:25:00",20775,0,0,0,0,0.272,-13.11,97.4
"2008-08-28 20:30:00",20776,0.301,122.9,17.37,0.686,-0.066,-26.07,97.7
"2008-08-28 20:35:00",20777,0,0,0,0,-0.366,-13.56,98.8
"2008-08-28 20:40:00",20778,0.348,280.9,12.49,0.601,-0.61,-6.556,99.1
"2008-08-28 20:45:00",20779,0.474,297,2.841,0.771,-0.775,-9.17,99.5
"2008-08-28 20:50:00",20780,0.032,292.4,0,0.193,-0.75,-8.87,99.5
"2008-08-28 20:55:00",20781,0.272,216.9,4.871,0.781,-0.711,-10.9,99.2
"2008-08-28 21:00:00",20782,0.654,229.2,11.56,0.859,-0.736,-9.9,98.5
"2008-08-28 21:05:00",20783,0.289,344.4,39.11,1.068,-0.728,-7.083,98.6
"2008-08-28 21:10:00",20784,1.02,354,8.86,1.486,-0.838,-5.275,99.7
"2008-08-28 21:15:00",20785,0.73,0.532,24.01,0.957,-0.902,-3.768,100
"2008-08-28 21:20:00",20786,2.232,10.07,20.3,3.992,-0.951,-5.099,100
"2008-08-28 21:25:00",20787,3.721,341.1,5.638,4.397,-1.291,-2.788,100
"2008-08-28 21:30:00",20788,4.201,335.5,6.15,4.658,-1.413,-0.402,100
"2008-08-28 21:35:00",20789,3.393,336.7,7.028,3.711,-1.515,-0.502,100
"2008-08-28 21:40:00",20790,3.12,328.5,7.527,3.946,-1.58,-0.276,100
"2008-08-28 21:45:00",20791,2.114,319.6,12.35,2.617,-1.638,-0.653,100
"2008-08-28 21:50:00",20792,1.632,291,15.41,2.437,-1.58,-0.452,100
"2008-08-28 21:55:00",20793,2.376,298.2,8.51,3.022,-1.558,-0.075,100
"2008-08-28 22:00:00",20794,2.099,302.6,5.41,2.512,-1.564,0.025,100
"2008-08-28 22:05:00",20795,1.84,290.6,10.38,2.146,-1.566,-0.352,100
"2008-08-28 22:10:00",20796,1.67,309.1,9.53,1.836,-1.552,-0.854,100
"2008-08-28 22:15:00",20797,1.517,308.3,8.06,1.826,-1.544,-1.181,100
"2008-08-28 22:20:00",20798,1.319,314.6,6.513,1.467,-1.543,-1.155,100
"2008-08-28 22:25:00",20799,1.251,316.8,2.879,1.529,-1.535,-1.281,100
"2008-08-28 22:30:00",20800,0.547,306.4,3.028,0.833,-1.523,-2.236,100
"2008-08-28 22:35:00",20801,0.546,326.9,14.54,0.735,-1.521,-1.407,100
"2008-08-28 22:40:00",20802,0.862,333.7,11.45,1.124,-1.494,-0.678,100
"2008-08-28 22:45:00",20803,2.155,328.3,4.508,2.424,-1.492,0.879,100
"2008-08-28 22:50:00",20804,2.901,322.4,5.378,3.169,-1.542,1.382,100
"2008-08-28 22:55:00",20805,3.267,313.9,3.669,3.616,-1.662,2.06,100
"2008-08-28 23:00:00",20806,3.291,319.1,3.599,3.776,-1.783,1.608,100
"2008-08-28 23:05:00",20807,2.882,305.5,8.25,3.234,-1.881,1.08,100
"2008-08-28 23:10:00",20808,3.174,297.7,4.943,3.469,-1.979,0.93,100
"2008-08-28 23:15:00",20809,3.173,298.3,7.401,3.518,-2.155,0.528,100
"2008-08-28 23:20:00",20810,4.065,298.1,8.85,4.55,-2.282,1.909,100
"2008-08-28 23:25:00",20811,3.525,295.2,12.01,4.074,-2.229,2.261,100
"2008-08-28 23:30:00",20812,4.299,312.1,11.45,5.171,-2.088,2.236,100
"2008-08-28 23:35:00",20813,3.787,298.5,9.8,4.678,-1.892,-2.889,100
"2008-08-28 23:40:00",20814,3.489,303,9.6,3.956,-1.802,-6.256,100
"2008-08-28 23:45:00",20815,3.572,313.3,8.72,3.943,-1.892,-4.045,100
"2008-08-28 23:50:00",20816,3.46,311.5,4.533,3.714,-1.978,-5,100
"2008-08-28 23:55:00",20817,2.941,310.5,5.148,3.201,-1.98,-2.136,100
"2008-08-29 00:00:00",20818,2.728,319.8,5.447,3.12,-2.043,-0.829,100
"2008-08-29 00:05:00",20819,2.981,314.4,5.705,3.165,-2.128,-0.905,100
"2008-08-29 00:10:00",20820,2.315,306.2,11.58,3.116,-2.169,-1.407,100
"2008-08-29 00:15:00",20821,1.36,288.8,8.26,2.499,-2.17,-4.297,100
