"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_AWS_AUG_2012.CR1","34827","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2012-08-11 07:25:00",1899,0.723,90.4,10.76,0.892,7.892,5.338,0.686
"2012-08-11 07:30:00",1900,0.813,89.3,8.64,0.967,8.02,5.668,0.686
"2012-08-11 07:35:00",1901,0.507,123.7,24.23,0.967,8.07,5.795,0.686
"2012-08-11 07:40:00",1902,0.054,207.4,18.39,0.255,8.06,5.617,0.686
"2012-08-11 07:45:00",1903,0.199,117,8.55,0.696,7.998,5.287,0.686
"2012-08-11 07:50:00",1904,0.424,95.6,12.2,0.846,7.964,4.804,0.686
"2012-08-11 07:55:00",1905,0.462,86.4,11.56,0.653,7.969,3.076,0.686
"2012-08-11 08:00:00",1906,0.117,79.94,9.58,0.379,8.04,-2.288,0.686
"2012-08-11 08:05:00",1907,0.23,66.43,23.21,0.562,8.07,-1.144,0.686
"2012-08-11 08:10:00",1908,0,0,0,0,8.13,7.041,0.686
"2012-08-11 08:15:00",1909,0,0,0,0,8.21,12.25,0.686
"2012-08-11 08:20:00",1910,0,0,0,0,8.3,19.22,0.686
"2012-08-11 08:25:00",1911,0.024,206.3,3.937,0.206,8.45,23.36,0.686
"2012-08-11 08:30:00",1912,0.787,211.9,9.63,1.186,8.53,19.22,0.686
"2012-08-11 08:35:00",1913,0.635,198.2,13.35,1.032,8.6,18.05,0.686
"2012-08-11 08:40:00",1914,0.37,199.1,5.44,0.565,8.64,17.62,0.686
"2012-08-11 08:45:00",1915,0.054,143,7.424,0.216,8.7,19.83,0.686
"2012-08-11 08:50:00",1916,0.176,193.1,10.55,0.49,8.79,23.05,0.686
"2012-08-11 08:55:00",1917,0.418,219.1,9.1,0.523,8.8,19.98,0.686
"2012-08-11 09:00:00",1918,0.722,227.9,16.99,1.029,8.8,16.19,0.686
"2012-08-11 09:05:00",1919,0.85,235.6,9.4,1.418,8.82,13.09,0.686
"2012-08-11 09:10:00",1920,1.048,223.3,10.87,1.382,8.78,11.34,0.686
"2012-08-11 09:15:00",1921,1.33,223.4,9.77,1.607,8.74,8.16,0.686
"2012-08-11 09:20:00",1922,1.138,225.2,16.36,1.679,8.74,16.67,0.686
"2012-08-11 09:25:00",1923,1.016,228.8,11.46,1.496,8.76,26.92,0.686
"2012-08-11 09:30:00",1924,0.882,224.9,12.57,1.594,8.84,43.06,0.686
"2012-08-11 09:35:00",1925,0.227,195.6,11.74,0.614,8.98,57.85,0.686
"2012-08-11 09:40:00",1926,0.616,213.8,19.13,0.918,9.12,53.05,0.686
"2012-08-11 09:45:00",1927,0.562,199.5,19.18,1.117,9.24,59.4,0.686
"2012-08-11 09:50:00",1928,0.116,187.2,22.05,0.454,9.38,65.45,0.686
"2012-08-11 09:55:00",1929,0.149,151.7,20.56,0.444,9.6,72.31,0.686
"2012-08-11 10:00:00",1930,0.736,98.5,10.42,1.183,9.68,66.9,0.686
"2012-08-11 10:05:00",1931,0.924,95.2,6.486,1.369,9.71,71.8,0.686
"2012-08-11 10:10:00",1932,0.959,81.5,13.87,1.186,9.87,79.35,0.686
"2012-08-11 10:15:00",1933,1.037,78.31,14.04,1.189,10.05,83,0.686
"2012-08-11 10:20:00",1934,0.897,70.45,12.87,1.251,10.29,90.5,0.686
"2012-08-11 10:25:00",1935,0.365,68.88,9.59,0.889,10.62,103.6,0.685
"2012-08-11 10:30:00",1936,0.151,132.1,23.77,0.683,11.01,101,0.685
"2012-08-11 10:35:00",1937,0.924,254.4,19.05,1.597,11.14,82.2,0.685
"2012-08-11 10:40:00",1938,1.544,275,14.71,1.885,10.49,89,0.685
"2012-08-11 10:45:00",1939,1.979,261.6,9.06,2.411,10.1,95.6,0.685
"2012-08-11 10:50:00",1940,1.986,261.2,13.35,2.61,9.98,109.9,0.685
"2012-08-11 10:55:00",1941,1.942,255.4,14.19,2.274,9.94,120.7,0.685
"2012-08-11 11:00:00",1942,1.857,257.1,14.15,2.408,10.08,124.4,0.685
"2012-08-11 11:05:00",1943,1.71,243.3,8.98,2.238,10.27,126,0.685
"2012-08-11 11:10:00",1944,1.708,240.2,10.67,2.123,10.45,113.5,0.685
"2012-08-11 11:15:00",1945,2.018,241.6,10.92,2.564,10.5,100.7,0.685
"2012-08-11 11:20:00",1946,1.837,229.3,12.5,2.506,10.58,110.3,0.685
"2012-08-11 11:25:00",1947,1.903,232.3,19.22,2.643,10.7,118.7,0.685
"2012-08-11 11:30:00",1948,1.79,235.5,13.87,2.1,10.75,123.8,0.685
"2012-08-11 11:35:00",1949,1.6,231.5,12.44,1.862,10.73,131.5,0.685
"2012-08-11 11:40:00",1950,1.859,238.4,8.84,2.221,10.87,128.3,0.685
"2012-08-11 11:45:00",1951,1.806,235.1,9.24,2.156,11,143.1,0.685
"2012-08-11 11:50:00",1952,2.019,236.9,9.87,2.323,11.12,328.6,0.685
"2012-08-11 11:55:00",1953,1.906,233.7,15.43,2.388,11.73,398.7,0.685
"2012-08-11 12:00:00",1954,1.929,246.2,19.03,2.568,12.16,190.2,0.685
"2012-08-11 12:05:00",1955,1.777,245.9,12.5,2.31,11.81,91.2,0.685
"2012-08-11 12:10:00",1956,1.64,257.8,11.21,1.953,11.81,78.19,0.685
"2012-08-11 12:15:00",1957,0.802,236.4,18.68,1.369,11.82,83.2,0.685
"2012-08-11 12:20:00",1958,1.057,225.4,11.03,1.365,11.85,96.1,0.685
"2012-08-11 12:25:00",1959,1.211,239.9,14.64,1.669,11.91,119.2,0.685
"2012-08-11 12:30:00",1960,1.195,249.7,10.38,1.891,12.03,149.5,0.685
"2012-08-11 12:35:00",1961,1.2,244.7,12.2,1.708,12.24,225.6,0.685
"2012-08-11 12:40:00",1962,0.93,254.8,25.18,1.444,12.57,201.8,0.685
"2012-08-11 12:45:00",1963,0.683,257.1,29.18,0.987,12.73,173.9,0.685
"2012-08-11 12:50:00",1964,0.43,302.2,9.78,0.787,12.93,177.7,0.685
"2012-08-11 12:55:00",1965,1.092,294.7,17.7,1.441,12.92,223.4,0.685
"2012-08-11 13:00:00",1966,1.215,271.7,15.24,1.633,12.99,374.3,0.685
"2012-08-11 13:05:00",1967,1.001,278.8,29.25,1.277,13.34,620.8,0.685
"2012-08-11 13:10:00",1968,0.87,313.9,17.26,1.277,13.71,370.2,0.685
"2012-08-11 13:15:00",1969,1.071,344.4,17.73,1.552,13.93,324.7,0.685
"2012-08-11 13:20:00",1970,1.028,352.1,20.2,1.385,13.42,196.5,0.685
"2012-08-11 13:25:00",1971,1.119,359.7,10.24,1.62,13.29,149.5,0.685
"2012-08-11 13:30:00",1972,1.005,13.09,18.71,1.388,13.17,104.9,0.685
"2012-08-11 13:35:00",1973,0.926,352.5,6.425,1.349,13.08,101,0.685
"2012-08-11 13:40:00",1974,1.277,356.5,11.44,1.454,12.96,128.4,0.685
"2012-08-11 13:45:00",1975,0.908,350.8,13.53,1.362,12.93,136.1,0.685
"2012-08-11 13:50:00",1976,1.318,342.8,11.37,1.532,12.99,144.7,0.685
"2012-08-11 13:55:00",1977,1.093,354.9,19.42,1.526,12.96,207.7,0.685
"2012-08-11 14:00:00",1978,0.867,333.3,17.49,1.143,13.29,188.9,0.685
"2012-08-11 14:05:00",1979,0.78,342.1,22.35,1.189,13.3,201.9,0.685
"2012-08-11 14:10:00",1980,0.745,349.4,17.76,0.853,13.56,241,0.685
"2012-08-11 14:15:00",1981,1.113,327.4,18.44,1.395,13.85,255.4,0.685
"2012-08-11 14:20:00",1982,1.476,344.7,12.31,1.878,14.11,228.8,0.685
"2012-08-11 14:25:00",1983,0.848,92.5,73.81,1.702,14.4,214.3,0.685
"2012-08-11 14:30:00",1984,0.757,106.7,27.85,1.15,14.89,193.8,0.685
"2012-08-11 14:35:00",1985,0.859,89.4,27.3,1.98,15.13,175.7,0.685
"2012-08-11 14:40:00",1986,1.647,57.74,10.94,2.228,14.81,146.2,0.685
"2012-08-11 14:45:00",1987,1.189,41.14,19.12,1.79,14.62,123,0.685
"2012-08-11 14:50:00",1988,0.874,339,51.99,1.767,14.47,107.7,0.685
"2012-08-11 14:55:00",1989,1.737,241.7,15.96,2.597,13.93,72.42,0.685
"2012-08-11 15:00:00",1990,1.562,258.3,14.66,1.849,13.34,57.97,0.685
"2012-08-11 15:05:00",1991,1.527,306.9,21.05,2.038,13.04,63.73,0.685
"2012-08-11 15:10:00",1992,0.928,343.8,23.25,1.196,12.87,72.39,0.685
"2012-08-11 15:15:00",1993,0.658,61.36,13.18,0.967,12.98,92.5,0.685
"2012-08-11 15:20:00",1994,0.048,140.5,10.05,0.317,13.32,116.6,0.685
"2012-08-11 15:25:00",1995,0.589,94,37.65,1.408,13.84,121.5,0.685
"2012-08-11 15:30:00",1996,0.79,155.2,57.7,1.232,14.27,136.7,0.685
"2012-08-11 15:35:00",1997,0.287,134.4,21.21,0.699,14.59,144.1,0.685
"2012-08-11 15:40:00",1998,0.342,189.1,54.99,1.091,14.81,181.6,0.685
"2012-08-11 15:45:00",1999,0.5,197.7,26.97,0.866,15.14,188.4,0.685
"2012-08-11 15:50:00",2000,0.886,209.7,18.91,1.382,15.34,190.4,0.685
"2012-08-11 15:55:00",2001,1.312,229.3,14.48,1.588,15.42,211.9,0.685
"2012-08-11 16:00:00",2002,1.449,246.7,10.5,1.793,15.6,518.4,0.685
"2012-08-11 16:05:00",2003,1.711,249.5,31.42,2.14,16,525.6,0.685
"2012-08-11 16:10:00",2004,1.564,281.1,13.8,2.355,15.89,488.2,0.685
"2012-08-11 16:15:00",2005,1.21,320.4,21.07,1.79,15.99,490.3,0.685
"2012-08-11 16:20:00",2006,1.68,331.3,16.68,2.963,15.78,373.3,0.685
"2012-08-11 16:25:00",2007,1.641,343.8,3.656,2.535,14.65,418.5,0.685
"2012-08-11 16:30:00",2008,1.453,1.205,11.92,2.202,15.2,510.5,0.685
"2012-08-11 16:35:00",2009,1.673,353.9,13.25,1.94,15.02,263,0.685
"2012-08-11 16:40:00",2010,1.682,352,11.6,2.1,14.61,154.3,0.685
"2012-08-11 16:45:00",2011,1.989,26.33,22.54,2.711,14.23,161.8,0.685
"2012-08-11 16:50:00",2012,2.134,64.59,12.44,2.826,14.54,197.4,0.685
"2012-08-11 16:55:00",2013,2.043,87,34.36,2.757,15.38,207.1,0.685
"2012-08-11 17:00:00",2014,2.651,79.61,12.13,3.708,15.52,151.3,0.685
"2012-08-11 17:05:00",2015,2.542,82.7,11.05,3.469,15.18,124.3,0.685
"2012-08-11 17:10:00",2016,2.061,81.8,14.74,2.662,14.97,118.3,0.685
"2012-08-11 17:15:00",2017,1.859,86,18.02,2.228,14.95,103,0.685
"2012-08-11 17:20:00",2018,1.77,89.3,16.53,2.561,14.74,24.22,0.685
"2012-08-11 17:25:00",2019,0.872,139,19.43,1.532,14.39,3.401,0.685
"2012-08-11 17:30:00",2020,0.788,185.4,31.82,1.026,14.13,27.77,0.685
"2012-08-11 17:35:00",2021,1.484,220.5,7.505,1.82,14.02,23.61,0.685
"2012-08-11 17:40:00",2022,1.046,132.3,57.31,1.509,14.15,36.98,0.685
"2012-08-11 17:45:00",2023,1.248,59.41,19.14,1.855,14.14,36.93,0.685
"2012-08-11 17:50:00",2024,0.603,307.5,10.36,1.068,14.33,50.46,0.685
"2012-08-11 17:55:00",2025,0.866,328.1,15.31,1.225,14.57,36.88,0.685
"2012-08-11 18:00:00",2026,0.822,13.47,11.71,1.189,14.54,13.38,0.685
"2012-08-11 18:05:00",2027,1.147,33.94,8.44,1.539,14.42,-0.254,0.685
"2012-08-11 18:10:00",2028,1.292,40.01,20.59,1.588,14.24,-0.685,0.685
"2012-08-11 18:15:00",2029,1.32,38.48,10.04,1.692,14.24,4.342,0.685
"2012-08-11 18:20:00",2030,1.351,49.5,12.48,1.584,14.29,-3.631,0.685
"2012-08-11 18:25:00",2031,1.019,46.23,8.89,1.29,14.37,-1.397,0.685
"2012-08-11 18:30:00",2032,1.049,70.02,12.21,1.454,14.41,-12.49,0.685
"2012-08-11 18:35:00",2033,0.762,103.7,14.73,1.215,14.45,-26.03,0.685
"2012-08-11 18:40:00",2034,0.245,139.7,20.45,0.598,14.48,-19.07,0.685
"2012-08-11 18:45:00",2035,0.128,145.9,15.77,0.51,14.57,-12.52,0.685
"2012-08-11 18:50:00",2036,0.557,118,13.35,1.022,14.53,-16.35,0.685
"2012-08-11 18:55:00",2037,0.465,142.5,22.12,1.013,14.52,-2.819,0.685
"2012-08-11 19:00:00",2038,0.512,116.7,19.1,0.804,14.54,32.58,0.685
"2012-08-11 19:05:00",2039,0.527,108.5,10.13,0.725,14.66,32.78,0.685
"2012-08-11 19:10:00",2040,0.463,114.9,16.53,0.663,14.8,31.92,0.685
"2012-08-11 19:15:00",2041,0.291,93.8,18.06,0.601,15.02,23.69,0.685
"2012-08-11 19:20:00",2042,0,0,0,0,15.28,16.89,0.685
"2012-08-11 19:25:00",2043,0.198,24.94,2.42,0.735,15.5,-1.117,0.685
"2012-08-11 19:30:00",2044,1.086,320.2,16.71,1.604,14.98,-35.12,0.685
"2012-08-11 19:35:00",2045,1.296,311.8,10.36,1.646,13.38,-32.38,0.685
"2012-08-11 19:40:00",2046,1.331,310.4,12.49,1.891,12.88,-29.89,0.685
"2012-08-11 19:45:00",2047,1.207,311.3,9.91,1.401,12.54,-15.84,0.685
"2012-08-11 19:50:00",2048,0.981,323.6,10.44,1.669,12.6,7.999,0.685
"2012-08-11 19:55:00",2049,0.553,50.55,33.99,1.225,12.87,27.07,0.685
"2012-08-11 20:00:00",2050,0.131,136.3,12.66,0.519,13.15,24.4,0.685
"2012-08-11 20:05:00",2051,0.161,69.03,4.312,0.536,13.36,9.17,0.685
"2012-08-11 20:10:00",2052,0.388,121,15.72,0.575,13.48,11.63,0.685
"2012-08-11 20:15:00",2053,0.865,62,23.49,1.15,13.59,17.6,0.685
"2012-08-11 20:20:00",2054,0.856,47.17,13.68,1.045,13.68,30.57,0.685
"2012-08-11 20:25:00",2055,1.145,117.4,26.8,1.431,13.75,16.51,0.685
"2012-08-11 20:30:00",2056,1.172,100.2,22,1.535,14.02,15.87,0.685
"2012-08-11 20:35:00",2057,1.287,103.5,20.05,2.881,14.33,14.37,0.685
"2012-08-11 20:40:00",2058,2.259,106.4,13.92,3.244,14.68,6.932,0.685
"2012-08-11 20:45:00",2059,1.704,135.1,39.71,2.509,14.75,3.758,0.685
"2012-08-11 20:50:00",2060,1.68,112.7,20.45,2.244,14.76,6.069,0.685
"2012-08-11 20:55:00",2061,1.55,106.8,10.83,2.205,14.74,16.02,0.685
"2012-08-11 21:00:00",2062,1.837,98.5,18.01,2.744,14.68,9.29,0.685
"2012-08-11 21:05:00",2063,1.749,116.7,25.66,2.796,14.6,-4.291,0.685
"2012-08-11 21:10:00",2064,1.188,131.3,19.96,1.561,14.43,-8.4,0.685
"2012-08-11 21:15:00",2065,1.243,112.7,19.97,1.633,14.14,-36.62,0.685
"2012-08-11 21:20:00",2066,1.009,65.15,17.55,1.336,13.67,-38.04,0.685
"2012-08-11 21:25:00",2067,1.204,35.08,18.56,1.512,13.37,-32.45,0.685
"2012-08-11 21:30:00",2068,1.882,30.12,22.56,2.617,13.27,-27.6,0.685
"2012-08-11 21:35:00",2069,1.583,46.52,12.67,2.1,13.33,-19.6,0.685
"2012-08-11 21:40:00",2070,1.079,59.16,9.07,1.535,13.38,-18.66,0.685
"2012-08-11 21:45:00",2071,0.819,49.76,13.8,0.928,13.39,-15.34,0.685
"2012-08-11 21:50:00",2072,0.35,354.7,21.11,0.758,13.36,-15.11,0.685
"2012-08-11 21:55:00",2073,0.01,158.6,0,0.101,13.26,-22.12,0.685
"2012-08-11 22:00:00",2074,0.737,187.8,15.57,1.094,13.14,-46.42,0.685
"2012-08-11 22:05:00",2075,0.796,221.9,7.658,1.049,12.7,-41.87,0.685
"2012-08-11 22:10:00",2076,0.647,225.7,5.659,0.728,12.16,-31.64,0.685
"2012-08-11 22:15:00",2077,0.727,221.3,2.974,0.836,11.75,-28.24,0.685
"2012-08-11 22:20:00",2078,0.507,200.4,10.47,0.738,11.46,-30.7,0.685
"2012-08-11 22:25:00",2079,0.252,83.8,23.56,0.503,11.45,-35.43,0.685
"2012-08-11 22:30:00",2080,0.178,58.33,2.383,0.5,11.49,-35.86,0.685
"2012-08-11 22:35:00",2081,0.304,263.1,7.414,0.849,11.37,-38.38,0.685
"2012-08-11 22:40:00",2082,1.034,254,9.76,1.493,11.31,-48.9,0.685
"2012-08-11 22:45:00",2083,1.058,237.7,3.43,1.258,11.27,-47.12,0.685
"2012-08-11 22:50:00",2084,0.434,229.2,16.13,0.928,11.41,-42.19,0.685
"2012-08-11 22:55:00",2085,0.825,197.9,13.35,1.147,11.49,-41.66,0.685
"2012-08-11 23:00:00",2086,1.035,173.3,9.15,1.385,11.34,-40.59,0.685
"2012-08-11 23:05:00",2087,0.742,151.3,13.9,0.823,11.17,-35.51,0.685
"2012-08-11 23:10:00",2088,0.694,103.8,12.2,0.823,11.04,-31.34,0.685
"2012-08-11 23:15:00",2089,0.561,98.8,7.987,0.666,10.77,-28.07,0.685
"2012-08-11 23:20:00",2090,0.684,82.7,11.67,1.052,10.7,-28.4,0.685
"2012-08-11 23:25:00",2091,1.382,60.32,15.02,1.741,10.78,-33.56,0.685
"2012-08-11 23:30:00",2092,0.511,44.89,22.89,0.96,11.14,-33.23,0.685
"2012-08-11 23:35:00",2093,0.614,123.3,24.43,1.003,11.26,-34.93,0.685
"2012-08-11 23:40:00",2094,0.601,186.5,15.11,0.742,11.15,-32.23,0.685
"2012-08-11 23:45:00",2095,0.454,157.6,21.88,0.964,10.87,-31.47,0.685
"2012-08-11 23:50:00",2096,0.445,159.1,28.85,0.804,10.87,-31.6,0.685
"2012-08-11 23:55:00",2097,0.436,178.6,14.58,0.787,10.87,-33.76,0.685
"2012-08-12 00:00:00",2098,0.059,178.9,0.474,0.363,10.96,-30.63,0.685
"2012-08-12 00:05:00",2099,0.095,92.9,6.085,0.487,10.92,-28.63,0.685
"2012-08-12 00:10:00",2100,0.504,67.09,5.798,0.892,10.68,-28.37,0.685
"2012-08-12 00:15:00",2101,0.172,63.14,5.821,0.683,10.49,-27.89,0.685
"2012-08-12 00:20:00",2102,0,0,0,0,10.44,-27.41,0.685
"2012-08-12 00:25:00",2103,0.065,51.46,5.296,0.238,10.48,-27.34,0.685
"2012-08-12 00:30:00",2104,0.188,75.3,23.13,0.487,10.44,-27.74,0.685
"2012-08-12 00:35:00",2105,0.059,189.5,13.5,0.379,10.46,-29.04,0.685
"2012-08-12 00:40:00",2106,0.423,129.6,13.4,0.585,10.55,-30.69,0.685
"2012-08-12 00:45:00",2107,0.617,105.7,12.35,0.794,10.57,-31.23,0.685
"2012-08-12 00:50:00",2108,0.533,145.1,19.94,0.941,10.61,-35.24,0.685
"2012-08-12 00:55:00",2109,0.761,175,23.66,1.196,10.8,-39.39,0.685
"2012-08-12 01:00:00",2110,0.915,174.4,16.05,1.192,10.88,-43.45,0.685
"2012-08-12 01:05:00",2111,1.087,173.5,20.86,1.8,10.85,-46.65,0.685
"2012-08-12 01:10:00",2112,0.675,183.8,30.19,1.627,10.79,-39.31,0.685
"2012-08-12 01:15:00",2113,0.835,168.3,21.97,1.225,10.69,-42.33,0.685
"2012-08-12 01:20:00",2114,0.38,158.8,20.57,0.817,10.61,-37.89,0.685
"2012-08-12 01:25:00",2115,0.481,168.2,29.51,0.781,10.53,-40.99,0.685
"2012-08-12 01:30:00",2116,0.08,160.8,10.78,0.297,10.59,-35.83,0.685
"2012-08-12 01:35:00",2117,0,0,0,0,10.55,-37.76,0.685
"2012-08-12 01:40:00",2118,0.197,205.1,5.671,0.402,10.34,-38.75,0.685
"2012-08-12 01:45:00",2119,0.326,255.1,15.64,0.546,10.04,-37.1,0.685
"2012-08-12 01:50:00",2120,0,0,0,0,9.84,-34.86,0.685
"2012-08-12 01:55:00",2121,0.15,204.6,3.563,0.363,9.98,-35.29,0.685
"2012-08-12 02:00:00",2122,0.008,212.3,0.968,0.078,10.07,-33.11,0.685
"2012-08-12 02:05:00",2123,0,0,0,0,9.89,-31.36,0.685
"2012-08-12 02:10:00",2124,0,0,0,0,9.97,-31.05,0.685
"2012-08-12 02:15:00",2125,0.605,344.1,62.66,1.271,10.2,-31.1,0.685
"2012-08-12 02:20:00",2126,0.168,79.62,1.064,0.572,10.18,-30.14,0.685
"2012-08-12 02:25:00",2127,0.236,101.3,20.25,0.526,10,-27.42,0.685
"2012-08-12 02:30:00",2128,0.625,126.4,40.54,1.081,10.02,-29.02,0.685
"2012-08-12 02:35:00",2129,0.78,128,17.32,1.058,10.07,-32.88,0.685
"2012-08-12 02:40:00",2130,0.635,160.8,32.35,0.853,10.27,-33.24,0.685
"2012-08-12 02:45:00",2131,0.46,149.1,42.5,0.81,10.28,-29.91,0.685
"2012-08-12 02:50:00",2132,0.245,147.3,17.63,0.614,10.16,-28.74,0.685
"2012-08-12 02:55:00",2133,0.211,135.6,6.997,0.529,10.11,-28.54,0.685
"2012-08-12 03:00:00",2134,0.309,171.6,24.97,0.513,10.05,-29.58,0.685
"2012-08-12 03:05:00",2135,0.599,150.4,33.8,0.889,10.01,-28.23,0.685
"2012-08-12 03:10:00",2136,0.726,145,21.5,1.032,9.95,-29.96,0.685
"2012-08-12 03:15:00",2137,0.44,151.6,19.73,0.81,10.04,-28.54,0.685
"2012-08-12 03:20:00",2138,0.057,162.8,12.65,0.301,9.99,-26.38,0.685
"2012-08-12 03:25:00",2139,0.131,123.7,5.436,0.634,9.78,-25.84,0.685
"2012-08-12 03:30:00",2140,1.262,112.7,7.712,1.8,9.69,-33.41,0.685
"2012-08-12 03:35:00",2141,0.921,99.2,17.85,1.062,9.65,-28.79,0.685
"2012-08-12 03:40:00",2142,0.827,92.5,34.1,1.581,9.67,-27.49,0.685
"2012-08-12 03:45:00",2143,0.09,77.18,2.481,0.555,9.58,-22.26,0.685
"2012-08-12 03:50:00",2144,0.545,68.93,17.6,0.954,9.71,-27.39,0.685
"2012-08-12 03:55:00",2145,0.423,64.92,23.21,0.657,9.85,-23.5,0.685
"2012-08-12 04:00:00",2146,0.332,342.1,44.45,0.84,9.84,-24.65,0.685
"2012-08-12 04:05:00",2147,0.254,342.3,19.81,0.595,9.81,-22.51,0.685
"2012-08-12 04:10:00",2148,0.086,359.4,18.87,0.346,9.78,-20.3,0.685
"2012-08-12 04:15:00",2149,0.364,240.5,35.24,0.663,9.7,-22.64,0.685
"2012-08-12 04:20:00",2150,0.248,239.8,16.92,0.464,9.51,-21.22,0.685
"2012-08-12 04:25:00",2151,0.407,287.1,4.971,0.836,9.73,-26.63,0.685
"2012-08-12 04:30:00",2152,0.119,287.9,22.18,0.389,10.06,-26.35,0.685
"2012-08-12 04:35:00",2153,0.708,35.7,31.05,1.085,10.2,-30.24,0.685
"2012-08-12 04:40:00",2154,0.734,44.95,26.29,1.196,10.31,-33.29,0.685
"2012-08-12 04:45:00",2155,0.061,264.4,15.39,0.392,10.11,-25.82,0.685
"2012-08-12 04:50:00",2156,0.102,358.1,47.78,0.441,9.95,-24.9,0.685
"2012-08-12 04:55:00",2157,0.057,89.3,2.771,0.402,9.89,-24.27,0.685
"2012-08-12 05:00:00",2158,0,0,0,0,9.73,-22.08,0.685
"2012-08-12 05:05:00",2159,0,0,0,0,9.78,-20.35,0.685
"2012-08-12 05:10:00",2160,0,0,0,0,9.67,-17.36,0.685
"2012-08-12 05:15:00",2161,0.023,119.5,5.028,0.18,9.68,-19.62,0.685
"2012-08-12 05:20:00",2162,0.085,100,2.05,0.376,9.66,-20.68,0.685
"2012-08-12 05:25:00",2163,0.024,256.6,0.682,0.157,9.49,-19.54,0.685
"2012-08-12 05:30:00",2164,0.104,71.32,11.58,0.297,9.29,-18.93,0.685
"2012-08-12 05:35:00",2165,0.527,99.6,12.04,0.689,9.13,-18.63,0.685
"2012-08-12 05:40:00",2166,0.608,62.7,20.78,0.902,9.15,-18.68,0.685
"2012-08-12 05:45:00",2167,0.253,29.75,21.56,0.738,9.17,-16.34,0.685
"2012-08-12 05:50:00",2168,0.259,19.94,6.697,0.581,9.21,-15.58,0.685
"2012-08-12 05:55:00",2169,0.15,262,45.41,0.506,9.26,-14.46,0.685
"2012-08-12 06:00:00",2170,0.294,229.6,12.2,0.614,9.19,-15.3,0.685
"2012-08-12 06:05:00",2171,0.489,230.3,8.49,0.715,9.16,-15.35,0.685
"2012-08-12 06:10:00",2172,0.938,239.2,4.061,1.408,9.34,-20,0.685
"2012-08-12 06:15:00",2173,1.091,241.6,11.33,1.333,9.51,-19.03,0.685
"2012-08-12 06:20:00",2174,0.436,153.5,48.11,0.66,9.42,-14.41,0.686
"2012-08-12 06:25:00",2175,0.361,65.01,6.453,0.676,9.28,-13.85,0.686
"2012-08-12 06:30:00",2176,0.207,218.3,27.35,0.879,9.21,-13.19,0.686
"2012-08-12 06:35:00",2177,0.127,153.4,40.52,0.833,9.22,-12.05,0.686
"2012-08-12 06:40:00",2178,0.557,155.1,35.64,1.019,9.23,-13.14,0.686
"2012-08-12 06:45:00",2179,1.226,200.6,11.39,1.64,9.21,-12.68,0.685
"2012-08-12 06:50:00",2180,1.207,164.2,31.7,1.953,9.13,-8.87,0.685
"2012-08-12 06:55:00",2181,0.828,109.5,25.28,1.578,9.13,-3.05,0.686
"2012-08-12 07:00:00",2182,0.381,189.4,34.68,0.977,9.13,0.305,0.686
"2012-08-12 07:05:00",2183,0.506,208.1,25.77,1.088,9.15,-2.973,0.686
"2012-08-12 07:10:00",2184,0.769,182.1,25.79,1.258,9.21,-3.837,0.686
"2012-08-12 07:15:00",2185,0.872,167.9,29.49,1.477,9.24,-4.32,0.686
"2012-08-12 07:20:00",2186,0.535,138.2,19.55,0.931,9.3,-3.558,0.686
"2012-08-12 07:25:00",2187,0.53,108.2,21.21,1.192,9.33,-1.169,0.686
"2012-08-12 07:30:00",2188,0.659,97.5,18.76,0.911,9.38,3.253,0.686
"2012-08-12 07:35:00",2189,1.126,102.2,13.1,1.499,9.46,3.99,0.686
"2012-08-12 07:40:00",2190,1.28,98.4,16.53,1.673,9.49,6.938,0.685
"2012-08-12 07:45:00",2191,1.575,98.1,9.89,1.735,9.5,5.388,0.686
"2012-08-12 07:50:00",2192,1.532,90.9,6.426,1.735,9.53,5.871,0.685
"2012-08-12 07:55:00",2193,1.322,91.3,9.96,1.624,9.55,8.95,0.685
"2012-08-12 08:00:00",2194,1.829,90.6,8.51,2.097,9.61,8.08,0.685
"2012-08-12 08:05:00",2195,1.396,86.1,11.37,2.029,9.67,17.97,0.685
"2012-08-12 08:10:00",2196,0.932,112.5,16.06,1.552,9.74,26.86,0.685
"2012-08-12 08:15:00",2197,0.937,104.4,13.84,1.49,9.82,27.72,0.685
"2012-08-12 08:20:00",2198,1.121,109.2,16.01,1.307,9.9,28.26,0.685
"2012-08-12 08:25:00",2199,0.785,116.9,18.17,1.379,10.01,34.23,0.685
"2012-08-12 08:30:00",2200,0.73,122.4,18.43,1.173,10.1,32.55,0.685
"2012-08-12 08:35:00",2201,0.457,132.4,33.67,0.647,10.21,34.66,0.685
"2012-08-12 08:40:00",2202,0.461,192.2,26.54,0.768,10.3,39.31,0.685
"2012-08-12 08:45:00",2203,0.831,249.5,15.76,1.183,10.3,39.26,0.685
"2012-08-12 08:50:00",2204,0.636,252.4,29.71,0.957,10.2,43.55,0.685
